char_ar,char_en,char1_ar,char2_ar,char3_ar,char1_en,char2_en,char3_en,plate_no,price,class,plate_no_length,similar_digits,sepcial_date,saudi_tribes,One Digit,Two Digits (Same),Two Digits (Different),Three Digits (Same),Three Digits (Different),Four Digits (Same),Four Digits (Different),emergency_no,in_order,reversed_order,same_middles_no,plaindromic_no,same_first_last_no,same_two_sides,one_digit_zero,one_digit_one,one_digit_two,one_digit_three,one_digit_four,one_digit_five,one_digit_six,one_digit_seven,one_digit_eight,one_digit_nine
د   ع   ا,A   E   D,د,ع,ا,D,E,A,128,8000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ر   ع   د,D   E   R,ر,ع,د,R,E,D,1118,8000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
ه   ق   ك,K   G   H,ه,ق,ك,H,G,K,95,4500,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
د   ك   ر,R   K   D,د,ك,ر,D,K,R,6963,5000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ى   ى   ص,X   V   V,ى,ى,ص,V,V,X,433,5000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ك   م   ص,X   Z   K,ك,م,ص,K,Z,X,100,20000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
و   ك   ح,J   K   U,و,ك,ح,U,K,J,151,15000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ح   ا   ر,R   A   J,ح,ا,ر,J,A,R,4444,44444,,4,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False
ا   ع   ع,E   E   A,ا,ع,ع,A,E,E,363,8000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
د   ل   ه,H   L   D,د,ل,ه,D,L,H,66,20000,,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
د   ك   ن,N   K   D,د,ك,ن,D,K,N,6699,2500,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ب   ب   ن,N   B   B,ب,ب,ن,B,B,N,903,10000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ا   ع   ر,R   E   A,ا,ع,ر,A,E,R,50,15200,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ع   ن   س,S   N   E,ع,ن,س,E,N,S,95,18000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
س   ق   ب,B   G   S,س,ق,ب,S,G,B,1234,1000,,4,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ر   ى   و,U   V   R,ر,ى,و,R,V,U,70,22000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ل   م   ا,A   Z   L,ل,م,ا,L,Z,A,4,60000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
ى   ه   ح,J   H   V,ى,ه,ح,V,H,J,31,10000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ط   و   ل,L   U   T,ط,و,ل,T,U,L,200,11000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ن   س   ق,G   S   N,ن,س,ق,N,S,G,3,25000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
و   م   ق,G   Z   U,و,م,ق,U,Z,G,505,13000,,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ط   ل   ل,L   L   T,ط,ل,ل,T,L,L,505,14000,,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ح   ر   ق,G   R   J,ح,ر,ق,J,R,G,2030,15000,,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ب   ح   ب,B   J   B,ب,ح,ب,B,J,B,7772,9000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
ر   ه   ح,J   H   R,ر,ه,ح,R,H,J,2,85000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
ل   ى   ق,G   V   L,ل,ى,ق,L,V,G,992,7000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ه   م   ر,R   Z   H,ه,م,ر,H,Z,R,926,10000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ب   ح   ه,H   J   B,ب,ح,ه,B,J,H,4114,5000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False
ن   ص   ح,J   X   N,ن,ص,ح,N,X,J,15,20000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ر   ه   ط,T   H   R,ر,ه,ط,R,H,T,321,10000,,3,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ر   ب   ه,H   B   R,ر,ب,ه,R,B,H,18,20000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ن   و   ى,V   U   N,ن,و,ى,N,U,V,505,18000,,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ا   ع   ر,R   E   A,ا,ع,ر,A,E,R,50,20000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ع   ل   ن,N   L   E,ع,ل,ن,E,L,N,7,28000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
ح   ص   ه,H   X   J,ح,ص,ه,J,X,H,3384,20000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
س   ك   ر,R   K   S,س,ك,ر,S,K,R,767,30000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ل   م   ا,A   Z   L,ل,م,ا,L,Z,A,4,65000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
م   ا   ر,R   A   Z,م,ا,ر,Z,A,R,503,35000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
س   و   ط,T   U   S,س,و,ط,S,U,T,140,8000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ك   و   ب,B   U   K,ك,و,ب,K,U,B,442,6500,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ص   ب   ص,X   B   X,ص,ب,ص,X,B,X,38,17500,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ح   ل   ر,R   L   J,ح,ل,ر,J,L,R,7,28000,,1,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
ق   م   ر,R   Z   G,ق,م,ر,G,Z,R,464,60000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
م   ل   ك,K   L   Z,م,ل,ك,Z,L,K,357,20000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ا   ح   ب,B   J   A,ا,ح,ب,A,J,B,9337,5000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
ب   ا   د,D   A   B,ب,ا,د,B,A,D,3546,5000,,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
س   ر   ك,K   R   S,س,ر,ك,S,R,K,350,12000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ى   ى   ص,X   V   V,ى,ى,ص,V,V,X,811,21000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ح   ل   ك,K   L   J,ح,ل,ك,J,L,K,5353,29000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ب   ع   د,D   E   B,ب,ع,د,B,E,D,8808,30000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
ى   د   ق,G   D   V,ى,د,ق,V,D,G,282,7000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
ك   ب   ل,L   B   K,ك,ب,ل,K,B,L,33,30000,,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False
ع   ص   ى,V   X   E,ع,ص,ى,E,X,V,299,5000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ا   م   ل,L   Z   A,ا,م,ل,A,Z,L,2346,7000,,4,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ى   ب   ب,B   B   V,ى,ب,ب,V,B,B,669,15000,,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
م   ط   د,D   T   Z,م,ط,د,Z,T,D,72,30000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ا   ح   ح,J   J   A,ا,ح,ح,A,J,J,3837,10000,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
س   ع   د,D   E   S,س,ع,د,S,E,D,481,25000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
و   ا   ى,V   A   U,و,ا,ى,U,A,V,321,15000,,3,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
س   ر   ك,K   R   S,س,ر,ك,S,R,K,350,11000,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ح   ق   س,S   G   J,ح,ق,س,J,G,S,4444,20000,,4,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False
و   ص   ب,B   X   U,و,ص,ب,U,X,B,831,6500,,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ط   ى   ى,V   V   T,ط,ى,ى,T,V,V,28,16000,,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
د   ا   م,Z   A   D,د,ا,م,D,A,Z,2013,50000,,4,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
